cluster,n,total_sales,total_qty,avg_price_med,months_active_med,mean_monthly_qty_med,cv_monthly_qty_med,trend_qty_slope_med,persona
0,73,34057.0,1730.0,28.0,3.0,2.6666666666666665,0.3333333333333333,0.0,"High-Sales, High-Volume"
1,1,5880.0,1.0,5880.0,1.0,1.0,0.0,0.0,Premium
2,6,8648.95,472.0,24.105,3.0,6.333333333333334,0.6773176502116784,-4.0,"High-Sales, High-Volume, Declining"
3,1,455.0,13.0,35.0,2.0,6.5,0.8461538461538461,10.999999999999998,"Premium, Rising"
