Month,Actual,Holdout_Pred,Forecast
2023-11-01,261.0,,
2023-12-01,753.88,,
2024-01-01,626.0,,
2024-02-01,471.0,,
2024-03-01,273.0,,
2024-04-01,398.0,,
2024-05-01,256.0,,
2024-06-01,168.0,,
2024-07-01,316.0,,
2024-08-01,285.0,,
2024-09-01,587.0,,
2024-10-01,614.0,,
2024-11-01,358.0,,
2024-12-01,445.0,400.24840986368326,
2025-01-01,442.0,368.1302902486438,
2025-02-01,261.0,325.56172476342516,
2025-03-01,258.0,312.0595751242477,
2025-04-01,,,305.2942773638716
2025-05-01,,,288.04975571644474
2025-06-01,,,285.9684507159275
2025-07-01,,,304.69912367198526
2025-08-01,,,302.7301142324545
2025-09-01,,,330.19090366730507
