Month,Actual,Holdout_Pred,Forecast
2022-05-01,83.0,,
2022-06-01,256.0,,
2022-07-01,701.0,,
2022-08-01,258.0,,
2022-09-01,0.0,,
2022-10-01,0.0,,
2022-11-01,0.0,,
2022-12-01,114.0,,
2023-01-01,576.0,,
2023-02-01,801.28,,
2023-03-01,250.0,,
2023-04-01,0.0,,
2023-05-01,492.0,,
2023-06-01,270.0,312.0779123896353,
2023-07-01,330.0,497.7392524234008,
2023-08-01,497.0,312.91234537855104,
2023-09-01,231.0,205.27048980841286,
2023-10-01,,,205.27048980841286
2023-11-01,,,205.27048980841286
2023-12-01,,,252.83317017661346
2024-01-01,,,445.58719061616324
2024-02-01,,,539.5777224876389
2024-03-01,,,309.57461342288786
