cluster,n,total_sales,total_qty,avg_price_med,months_active_med,mean_monthly_qty_med,cv_monthly_qty_med,trend_qty_slope_med,persona
0,1213,9358786.62,257158.0,35.03054054054054,5.0,10.833333333333334,0.5378254348272378,0.0,"High-Sales, High-Volume, Premium"
1,1,1200.0,480.0,2.5,2.0,240.0,0.9041666666666667,-433.9999999999999,Declining
2,3,22689.8,503.0,54.199999999999996,2.0,70.0,0.7894736842105263,105.99999999999997,"High-Sales, High-Volume, Premium, Rising"
