sku,vol_roll6_std,vol_roll6_mean,cv_roll6
0725765883117,165.90370368712632,418.90777777777777,0.39265484187938837
4800067551165,61.26056265116782,61.7859375,1.1395331016411745
4800234406465,46.214146356063175,91.82878787878788,0.5256403614549378
4800308991491,41.91849873112568,65.74949494949495,0.6422242874830778
4800369000545,69.72461622727835,133.6489898989899,0.5549529450293957
4800369000675,38.3995590890495,65.39946236559139,0.5905252378295772
4801010194002,40.76063755549081,63.77474747474747,0.6557156256090745
4806033302731,62.50988738040907,78.82626262626263,0.8764533956947442
4806033304131,26.405692874929663,68.84141414141415,0.38423175129251974
4806501130125,36.44855262779596,65.47525252525253,0.62242989506919
4806502850008,68.86029599321269,109.6111111111111,0.5344456238845005
4806504260614,89.12012239705838,300.2826086956522,0.2983032568903778
4806504653164,61.20961162533419,109.60268817204302,0.9188888074932116
4806504653348,41.64414907107924,120.66851851851852,0.345882809266532
4806521160294,40.89039194076897,58.22828282828283,0.8176210805433861
4806523301312,107.3824769601077,94.30454545454546,1.0779734737762134
4806524143348,42.418204696201386,75.41333333333334,0.7419773485435536
4806524147254,202.88734990646498,266.57142857142856,0.7582632803223918
4806524772906,106.0915625071225,241.69358974358977,0.4434077990067356
4806524781854,276.60327752495886,284.1066666666667,1.0361905652301697
4806527192022,383.0189341302209,189.1,2.085982648513382
4806527194088,94.6783519622797,236.7541666666667,0.4848763010863462
4806527201342,756.1936981057336,383.75,1.8528682342370977
4806533602355,147.62671511066057,245.11309523809524,0.6093511377813033
4806533602362,71.10275276855086,232.73333333333335,0.29973427962790833
4806533602379,247.7826261460602,821.5179487179487,0.30210125803063675
4806534570240,70.42256666058837,189.54722222222222,0.38082588363551445
4807788048462,28.379048576255713,67.2959595959596,0.4097068153949114
4807788402646,42.36258139749574,74.89731182795698,0.6222801418633254
4807788526762,48.57890356123755,130.27020202020202,0.39568461051039566
480778853619,32.221566549095606,64.05151515151515,0.5999663635326523
4807788559593,37.21885709702219,89.578125,0.5164955699046079
4807788560438,39.261737840711746,65.56818181818181,0.5970574447873651
4807788561688,220.75198914625653,490.0121212121212,0.4884366743686203
4807788562593,87.15077960617678,182.5520202020202,0.4992476491253028
4807788562630,49.30511646045877,77.80050505050505,0.6474811846586941
4809013625080,39.54021983614344,103.97171717171717,0.47776038961646367
4809015142035,66.06999248528138,146.81964285714284,0.676392241926621
54021235,255.04314501081143,451.68333333333334,0.5611840243459663
69853920,104.46531315680782,198.46969696969697,0.5634213220310893
8902269016674,50.11861583930524,82.61436781609196,0.8724973723234071
8904159620923,44.75511010335975,82.09367816091954,0.5561273592554683
8904179014702,243.47041662156295,811.81875,0.30941430799742864
8904179017819,472.29118022534027,459.7083333333333,1.0450511378507314
8904184004972,30.342141334280683,65.66060606060607,0.7159400877936708
8904186000521,60.37399474077187,168.7057971014493,0.38432572401679643
8944164010272,64.65131371349594,127.35625,0.6855149448116705
8944164510321,158.62784871128844,401.6433333333333,0.40244446130566713
8961100510023,40.82322708199571,65.26666666666665,1.1525002528621826
8994388106237,46.886917585827376,89.3080808080808,0.597816527552026
