model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
Holt-Winters,19.420482574685163,523.0705042440384,22.40472391544743,323.03234588190315,0.8891357905519452,77.76801889123469,298.64485516433786
ETS,28.561143517146206,1321.125945572265,33.853568485301466,400.5660604707011,1.2954952205487469,115.07071680057804,385.55069497741744
SARIMA,76.82148375939644,16155.01988207346,88.5542299402641,765.7888178004492,3.31827906585893,336.73020463870273,732.5459466369734
