model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
ETS,192.2622845813313,51655.918138726964,211.49052252015667,317.33145477899444,1.6590859933573807,170.26423734945982,293.91543563440183
Holt-Winters,277.3336702035353,125520.57245794563,320.86511762284255,415.41548866756904,2.4276395933968327,223.65501374662844,407.95479308394414
SARIMA,395.0521221756168,281725.2046834817,430.77147756790464,586.0941170792552,3.464612045651772,314.5208758370237,575.8363650669487
