model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
Holt-Winters,38.24946601110953,1978.8176339796605,44.451339143977016,79.0988864337796,1.063411054639551,53.10839895550769,53.29031634168162
ETS,40.796810792945465,2319.4514499526094,47.89825033040661,78.04401515608694,1.1397486744288745,55.985846242401536,42.80708763387673
SARIMA,64.66709853994415,8199.107379401823,76.40266464000663,118.40055648194257,1.7365049602732925,89.84235909843379,96.05839808731332
