Month,Actual,Holdout_Pred,Forecast
2023-11-01,261.0,,
2023-12-01,753.88,,
2024-01-01,626.0,,
2024-02-01,471.0,,
2024-03-01,273.0,,
2024-04-01,398.0,,
2024-05-01,256.0,,
2024-06-01,168.0,,
2024-07-01,316.0,,
2024-08-01,285.0,,
2024-09-01,587.0,,
2024-10-01,614.0,,
2024-11-01,358.0,,
2024-12-01,445.0,397.73629491909395,
2025-01-01,442.0,367.45150365806876,
2025-02-01,261.0,327.56658722677435,
2025-03-01,258.0,313.24561419606295,
2025-04-01,,,309.2289162193677
2025-05-01,,,290.8539148186578
2025-06-01,,,288.6830825298694
2025-07-01,,,307.51427785272176
2025-08-01,,,305.26115684029077
2025-09-01,,,332.4782910990118
