model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
ETS,321.70739039354396,165963.5125034176,404.62850453674514,76.63916975755512,2.460445095356866,78.1222090945297,-36.835783431655955
Seasonal-Naive,339.0314460781516,166756.53522362435,407.6884400760052,84.14992375261382,2.6030765905699527,84.24850057252276,-84.14992375261382
Holt-Winters,395.75320949472217,281409.3207408671,497.0420954557938,111.65585200684998,3.0225923959751055,97.89278198051694,27.596416801589687
SARIMA,2.8118906838308074e+44,2.3481320475457945e+90,6.852929370051606e+44,5.229883063439601e+43,2.1385539533813862e+42,6.957140543242522e+43,5.229883063439601e+43
