model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
Seasonal-Naive,242.83333333333334,131154.5,362.15259214866876,165.44666212930875,0.9135941810885375,35.372663267783444,162.38268906533568
SARIMA,392.27777777777777,372672.42592592584,610.469021266375,280.6165110672736,1.4758381406236933,57.14170106012786,277.5525380033005
Holt-Winters,494.67260141665537,340867.9166780633,583.8389475515172,250.53530129304627,1.8610707352018632,72.05718884437805,250.53530129304627
ETS,747.7654951217269,713621.4834700614,844.7611990793974,351.18504765195604,2.813263713776248,108.92432558218891,351.18504765195604
