model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
SARIMA,80.1666666666663,8084.49999999991,89.91384765429578,665.2656912608954,0.6575658151706868,115.0717703349277,79.86298866874755
Holt-Winters,94.56862810988973,10916.649136948627,104.48276956966936,2839.033054387688,0.7756976760829952,135.7444422629996,192.79826438102816
Seasonal-Naive,115.83333333333333,21134.5,145.37709585763503,3019.1681552286022,0.9501210842902899,166.26794258373207,323.0017862743227
ETS,125.09122692639362,17844.703942839387,133.58407069272664,3454.935264035023,1.0260588100360386,179.55678506180902,250.76444498082262
