model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
Seasonal-Naive,79.72500100887126,9203.76724389993,94.48360610347638,112.49994423343601,1.1355368784315614,65.01240321904027,85.26887259157442
Holt-Winters,142.03854773064387,25459.568124111047,156.87898125780092,201.7237419118248,1.9890421523581767,120.64499745270568,159.8606330827974
SARIMA,144.48031411609566,35052.924138945906,170.16341979264308,241.42722000375497,2.033616509443588,121.63635198213512,223.6847595037763
ETS,157.38997549687184,33974.908904674056,178.9389463265697,244.95706145899902,2.1969503310801706,136.60196918777402,221.20732024322137
