model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
ETS,104.0,15125.583941939663,122.98611280116005,28.8282180493361,0.5966587112171837,26.24053826745164,9.956440665841015
Holt-Winters,114.26168487189439,20640.018839607994,143.66634553578646,25.704511035661536,0.6555310542035432,28.829693407542738,-13.077354481047978
Seasonal-Naive,199.66666666666666,51479.333333333336,226.89057568205283,64.2505018686479,1.1455082308304265,50.3784693019344,62.784703823045284
SARIMA,519.0866666666667,333625.0450666666,577.6028437141447,152.93926158431734,2.978053668686127,130.9722455845248,151.47346353871473
