model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
ETS,81.63333333333334,13060.76374516024,114.28369851015603,20.184114300214688,0.7401986183074266,23.68701034916336,-9.070709317541645
Holt-Winters,86.1428285329542,14996.115912761603,122.45862939279372,20.679036125101256,0.7810878234853359,24.995501073494786,-13.857593374294378
Seasonal-Naive,122.96666666666665,24158.34,155.4295338730706,32.36935592663635,1.1149827288428322,35.68043331076506,-6.7993703566507815
SARIMA,133.9666666666665,22580.206666666636,150.26711771597482,41.44618217719262,1.2147236614853179,38.87223135699773,20.818027378683375
