dataset,product,sarima_mae,sarima_mse,sarima_rmse,sarima_mape,ets_mae,ets_mse,ets_rmse,ets_mape,hw_mae,hw_mse,hw_rmse,hw_mape,sarima_t+1,ets_t+1,hw_t+1,sarima_t+2,ets_t+2,hw_t+2,sarima_t+3,ets_t+3,hw_t+3,sarima_t+4,ets_t+4,hw_t+4,sarima_t+5,ets_t+5,hw_t+5,sarima_t+6,ets_t+6,hw_t+6
complete_data.csv,RETASAR (LOSARTAN POTASSIUM) 50MG,,,,,277.5454560838932,199005.4377844677,446.10025530643634,287.9693214615818,412.5400350727212,305067.5084163769,552.3291667261262,356.7702892725064,,484.9620106350098,324.32212088632593,,484.9620106350098,178.16464469582831,,484.9620106350098,32.0071685053307,,484.9620106350098,-114.15030768516692,,484.9620106350098,-260.30778387566454,,484.9620106350098,-406.46526006616216
complete_data.csv,BIOGESIC (PARACETAMOL) 500MG TAB,27020694.950883277,3858418270043700.0,62116167.54150002,353996067.3169869,149.95491577512738,26801.65676554778,163.71211551240728,2864.327239804806,182.35878879768816,37447.95015065216,193.51472851091248,2832.7414105400135,-225.72311962724817,-156.62097256059502,-168.37528997351595,-20.26288816632419,50.852767010825055,28.816473647309664,36.24318659126399,245.5007567283533,219.68551683833167,-175.5662499702551,73.21710764664087,42.63762261077328,-166.70798558920313,96.50366449446858,61.930622817824414,-93.11008347289722,177.65011418640364,139.04212263338005
complete_data.csv,APPEVIT (BUCLIZINE HCL+B-COMPLEX+IRON) CAP,147.62267604486266,25929.587212744795,161.02666615422675,42.061773702589235,99.07000004400251,16259.102529811706,127.51118590073463,24.2732474784394,106.94258179152511,20378.595991445538,142.75361988911362,25.029652127687495,366.9200137195532,393.9998605578114,434.1938897338688,453.80652219954527,339.5000182018453,379.6861101761496,339.72136978866655,306.00012655519976,346.19045696840624,454.9504336665296,190.0001186533466,230.22132132815622,442.78263212664496,327.49980231791477,367.6998682493563,381.46365822969096,197.99986376033888,238.21331645928257
complete_data.csv,OHHIRA&#039;S RED OMX PROBIOTICS CAP,279.2500000000001,89910.75000000003,299.8512131040994,79.57947489699971,92.0,12334.147176186665,111.0592057246344,33.0721458546823,86.33516296513702,7652.690367051777,87.47965687548036,27.490491796793826,-1079.4999999995089,399.0588012915471,332.4633717014638,9747.249999996793,399.0588012915471,325.0638824659113,-72606.37499997545,399.0588012915471,317.66439323035877,544533.8124998164,399.0588012915471,310.2649039948063,-4082938.5937486226,399.0588012915471,302.8654147592538,30623173.953114673,399.0588012915471,295.4659255237013
