month,category,total_sales,total_qty
2023-07,WOUND CARE,4015.96,418.0
2023-08,ADULT MILK,5268.08,234.0
2023-08,ANTIBIOTICS,47793.54,1600.0
2023-08,ANTIDIABETICS,17335.46,887.0
2023-08,ASSISTIVE DEVICE,61013.68,15.0
2023-08,BEVERAGES,7166.0,233.0
2023-08,CARDIOVASCULAR,70963.99,6303.0
2023-08,COTTONS AND HYGIENE,9311.5,174.0
2023-08,DERMATOLOGICALS,6178.2,50.0
2023-08,DIAGNOSTIC,455.0,12.0
2023-08,DIAPERS,16926.69,101.0
2023-08,DISINFECTANT,12472.43,154.0
2023-08,DISPOSABLES,8035.34,153.0
2023-08,EENT,4149.5,22.0
2023-08,ELECTRONIC MEDICAL DEVICES,10357.32,13.0
2023-08,FOOD,267.0,4.0
2023-08,FOOD SUPPLEMENTS,4828.4400000000005,326.0
2023-08,GALENICALS AND SOLUTIONS,5563.15,97.0
2023-08,GIT,17903.13,794.0
2023-08,GUT AND HORMONES,41003.98,1140.0
2023-08,HAIR CARE,299.5,18.0
2023-08,HOME REMEDY,3224.3,51.0
2023-08,HOUSEHOLD CHEMICALS,570.0,1.0
2023-08,MANUAL MEDICAL DEVICES,2160.0,1.0
2023-08,NEEDLES AND TUBINGS,1464.91,85.0
2023-08,NEUROLOGICAL DRUGS,5922.55,174.0
2023-08,ORAL CARE,3932.05,48.0
2023-08,ORTHO SUPPORT,6212.0,15.0
2023-08,PAIN MANAGEMENT,45331.15,2463.0
2023-08,PEDIATRIC MILK,772.5,4.0
2023-08,PERSONAL PROTECTIVE EQUIPMENT,2584.96,16.0
2023-08,"PLASTIC, GLASSWARE, AND STAINLESS",516.9,7.0
2023-08,PROMO PACKS,1846.56,50.0
2023-08,RESPIRATORY,49004.33,1887.0
2023-08,SKIN AND BODY,11101.65,195.0
2023-08,SPECIAL CATEGORY 1,161.5,44.0
2023-08,VITAMINS,65815.11,4677.0
2023-08,WOUND CARE,2528.07,334.0
2023-09,ADULT MILK,5598.21,276.0
2023-09,ANTIBIOTICS,86041.71,1897.0
2023-09,ANTIDIABETICS,16255.03,805.0
2023-09,ASSISTIVE DEVICE,35276.94,24.0
2023-09,BEVERAGES,9739.0,195.0
2023-09,CARDIOVASCULAR,62195.65,5434.0
2023-09,COLD CHAIN,48880.0,27.0
2023-09,COTTONS AND HYGIENE,8777.8,193.0
2023-09,DERMATOLOGICALS,9728.58,90.0
2023-09,DIAGNOSTIC,445.0,13.0
2023-09,DIAPERS,15335.24,97.0
2023-09,DISINFECTANT,4894.85,61.0
2023-09,DISPOSABLES,5237.11,158.0
2023-09,EENT,8126.84,38.0
2023-09,ELECTRONIC MEDICAL DEVICES,9920.9,17.0
2023-09,FOOD,294.0,5.0
2023-09,FOOD SUPPLEMENTS,6276.79,286.0
2023-09,GALENICALS AND SOLUTIONS,6485.75,112.0
2023-09,GIT,22226.7,1037.0
2023-09,GUT AND HORMONES,28709.69,813.0
2023-09,HAIR CARE,2331.6,67.0
2023-09,HOME REMEDY,3889.7,59.0
2023-09,HOUSEHOLD CHEMICALS,570.0,1.0
2023-09,MANUAL MEDICAL DEVICES,11099.970000000001,3.0
2023-09,NEEDLES AND TUBINGS,521.33,24.0
2023-09,NEUROLOGICAL DRUGS,3115.95,143.0
2023-09,ONCOLOGY AND SPECIALTY DRUGS,218.0,20.0
2023-09,ORAL CARE,5331.5,66.0
2023-09,ORTHO SUPPORT,7125.5,29.0
2023-09,PAIN MANAGEMENT,46823.96,2867.0
2023-09,PEDIATRIC MILK,2361.0,4.0
2023-09,PERSONAL PROTECTIVE EQUIPMENT,4329.11,23.0
2023-09,"PLASTIC, GLASSWARE, AND STAINLESS",1558.8899999999999,22.0
2023-09,PROMO PACKS,1169.49,32.0
2023-09,RESPIRATORY,85254.65,3278.0
2023-09,SKIN AND BODY,8061.72,130.0
2023-09,SPECIAL CATEGORY 1,362.0,72.0
2023-09,VITAMINS,52713.73,3743.0
2023-09,WOUND CARE,3897.48,332.0
2023-10,ADULT MILK,5602.01,315.0
2023-10,ANTIBIOTICS,91191.75,1235.0
2023-10,ANTIDIABETICS,17357.05,1120.0
2023-10,ASSISTIVE DEVICE,53815.48,28.0
2023-10,BEVERAGES,7144.5,247.0
2023-10,CARDIOVASCULAR,51278.88,4743.0
2023-10,COLD CHAIN,139664.0,80.0
2023-10,COTTONS AND HYGIENE,8741.75,214.0
2023-10,DERMATOLOGICALS,6103.91,65.0
2023-10,DIAGNOSTIC,788.4,29.0
2023-10,DIAPERS,21956.9,142.0
2023-10,DISINFECTANT,4988.25,77.0
2023-10,DISPOSABLES,5728.47,151.0
2023-10,EENT,5299.25,37.0
2023-10,ELECTRONIC MEDICAL DEVICES,7106.27,12.0
2023-10,FOOD,413.0,5.0
2023-10,FOOD SUPPLEMENTS,8387.25,377.0
2023-10,GALENICALS AND SOLUTIONS,5869.0,103.0
2023-10,GIT,19771.78,787.0
2023-10,GUT AND HORMONES,34010.74,1089.0
2023-10,HAIR CARE,1033.25,49.0
2023-10,HOME REMEDY,4769.7,69.0
2023-10,HOUSEHOLD CHEMICALS,570.0,1.0
2023-10,NEEDLES AND TUBINGS,3941.09,94.0
2023-10,NEUROLOGICAL DRUGS,1205.0,65.0
2023-10,ORAL CARE,5267.9,49.0
2023-10,ORTHO SUPPORT,1279.0,15.0
2023-10,PAIN MANAGEMENT,45374.77,2906.0
2023-10,PEDIATRIC MILK,5720.0,10.0
2023-10,PERSONAL PROTECTIVE EQUIPMENT,686.24,14.0
2023-10,"PLASTIC, GLASSWARE, AND STAINLESS",1107.05,24.0
2023-10,PROMO PACKS,1874.81,50.0
2023-10,RESPIRATORY,101344.75,3253.0
2023-10,SKIN AND BODY,8857.67,142.0
2023-10,SPECIAL CATEGORY 1,26.0,7.0
2023-10,VITAMINS,70364.8,3731.0
2023-10,WOUND CARE,6589.49,233.0
2023-11,ADULT MILK,13157.65,202.0
2023-11,ANTIBIOTICS,88883.85,1119.0
2023-11,ANTIDIABETICS,15625.11,816.0
2023-11,ASSISTIVE DEVICE,43995.159999999996,42.0
2023-11,BEVERAGES,5173.0,214.0
2023-11,CARDIOVASCULAR,62712.39,5821.0
2023-11,COLD CHAIN,84224.0,47.0
2023-11,COTTONS AND HYGIENE,9881.95,209.0
2023-11,DERMATOLOGICALS,6130.0,51.0
2023-11,DIAGNOSTIC,694.12,27.0
2023-11,DIAPERS,12022.53,76.0
2023-11,DISINFECTANT,8501.0,99.0
2023-11,DISPOSABLES,6775.39,176.0
2023-11,EENT,2129.75,14.0
2023-11,ELECTRONIC MEDICAL DEVICES,19346.39,24.0
2023-11,FOOD,628.0,3.0
2023-11,FOOD SUPPLEMENTS,6019.13,297.0
2023-11,GALENICALS AND SOLUTIONS,5570.45,107.0
2023-11,GIT,17213.97,718.0
2023-11,GUT AND HORMONES,41971.41,1434.0
2023-11,HAIR CARE,756.25,33.0
2023-11,HOME REMEDY,4399.7,68.0
2023-11,MANUAL MEDICAL DEVICES,1200.0,1.0
2023-11,NEEDLES AND TUBINGS,355.22,17.0
2023-11,NEUROLOGICAL DRUGS,1917.4,92.0
2023-11,ONCOLOGY AND SPECIALTY DRUGS,613.45,70.0
2023-11,ORAL CARE,5750.85,40.0
2023-11,ORTHO SUPPORT,1632.0,26.0
2023-11,PAIN MANAGEMENT,36362.39,2116.0
2023-11,PEDIATRIC MILK,201.0,1.0
2023-11,PERSONAL PROTECTIVE EQUIPMENT,205.0,9.0
2023-11,"PLASTIC, GLASSWARE, AND STAINLESS",1055.87,15.0
2023-11,PROMO PACKS,2304.15,48.0
2023-11,RESPIRATORY,117864.66,3416.0
2023-11,SKIN AND BODY,8540.95,153.0
2023-11,SPECIAL CATEGORY 1,62.0,31.0
2023-11,VITAMINS,88282.0,3867.0
2023-11,WOUND CARE,2935.65,197.0
2023-12,ADULT MILK,7152.46,199.0
2023-12,ANTIBIOTICS,110819.41,1699.0
2023-12,ANTIDIABETICS,20771.010000000002,989.0
2023-12,ASSISTIVE DEVICE,72551.51,42.0
2023-12,BEVERAGES,7179.9,254.0
2023-12,CARDIOVASCULAR,67954.82,6135.0
2023-12,COLD CHAIN,184608.8,103.0
2023-12,COTTONS AND HYGIENE,8424.7,209.0
2023-12,DERMATOLOGICALS,7295.27,58.0
2023-12,DIAGNOSTIC,470.0,21.0
2023-12,DIAPERS,7724.61,50.0
2023-12,DISINFECTANT,4225.25,67.0
2023-12,DISPOSABLES,3569.43,126.0
2023-12,EENT,3088.0,22.0
2023-12,ELECTRONIC MEDICAL DEVICES,13977.679999999998,18.0
2023-12,FOOD,259.0,7.0
2023-12,FOOD SUPPLEMENTS,11289.25,455.0
2023-12,GALENICALS AND SOLUTIONS,6933.55,120.0
2023-12,GIT,17513.38,565.0
2023-12,GUT AND HORMONES,31114.11,873.0
2023-12,HAIR CARE,1540.25,26.0
2023-12,HOME REMEDY,8145.900000000001,117.0
2023-12,MANUAL MEDICAL DEVICES,2700.0,1.0
2023-12,NEEDLES AND TUBINGS,1314.54,60.0
2023-12,NEUROLOGICAL DRUGS,3961.95,197.0
2023-12,ONCOLOGY AND SPECIALTY DRUGS,104.64,12.0
2023-12,ORAL CARE,4867.6,39.0
2023-12,ORTHO SUPPORT,3908.0,18.0
2023-12,PAIN MANAGEMENT,48844.69,2875.0
2023-12,PERSONAL PROTECTIVE EQUIPMENT,3638.58,55.0
2023-12,"PLASTIC, GLASSWARE, AND STAINLESS",776.04,9.0
2023-12,PROMO PACKS,1843.5,46.0
2023-12,RESPIRATORY,120943.24,3504.0
2023-12,SKIN AND BODY,10098.1,156.0
2023-12,SPECIAL CATEGORY 1,782.09,19.0
2023-12,VITAMINS,105807.55,4997.0
2023-12,WOUND CARE,3303.94,296.0
2024-01,ADULT MILK,7653.5,65.0
2024-01,ANTIBIOTICS,143220.83,2093.0
2024-01,ANTIDIABETICS,28735.32,1241.0
2024-01,ASSISTIVE DEVICE,49136.17,31.0
2024-01,BEVERAGES,9588.5,283.0
2024-01,CARDIOVASCULAR,69187.03,5587.0
2024-01,COLD CHAIN,93032.8,53.0
2024-01,COTTONS AND HYGIENE,11817.0,254.0
2024-01,DERMATOLOGICALS,10057.33,74.0
2024-01,DIAGNOSTIC,965.68,137.0
2024-01,DIAPERS,16431.14,127.0
2024-01,DISINFECTANT,8039.5,105.0
2024-01,DISPOSABLES,6235.53,169.0
2024-01,EENT,3812.05,17.0
2024-01,ELECTRONIC MEDICAL DEVICES,10605.0,15.0
2024-01,FOOD,185.0,5.0
2024-01,FOOD SUPPLEMENTS,6077.85,293.0
2024-01,GALENICALS AND SOLUTIONS,7879.7,146.0
2024-01,GIT,33884.8,1289.0
2024-01,GUT AND HORMONES,43689.32,713.0
2024-01,HAIR CARE,1392.5,52.0
2024-01,HOME REMEDY,8172.5,119.0
2024-01,HOUSEHOLD CHEMICALS,570.0,1.0
2024-01,MANUAL MEDICAL DEVICES,22040.0,13.0
2024-01,NEEDLES AND TUBINGS,4802.56,227.0
2024-01,NEUROLOGICAL DRUGS,8415.5,313.0
2024-01,ONCOLOGY AND SPECIALTY DRUGS,261.6,30.0
2024-01,ORAL CARE,4478.55,37.0
2024-01,ORTHO SUPPORT,2027.3600000000001,36.0
2024-01,PAIN MANAGEMENT,55863.58,3479.0
2024-01,PEDIATRIC MILK,1754.0,4.0
2024-01,PERSONAL PROTECTIVE EQUIPMENT,19976.01,183.0
2024-01,"PLASTIC, GLASSWARE, AND STAINLESS",2017.26,15.0
2024-01,PROMO PACKS,1388.35,41.0
2024-01,RESPIRATORY,124583.69,4031.0
2024-01,SKIN AND BODY,12686.28,248.0
2024-01,SPECIAL CATEGORY 1,620.5,10.0
2024-01,VITAMINS,105276.17,4410.0
2024-01,WOUND CARE,3866.45,468.0
2024-02,ADULT MILK,5066.36,48.0
2024-02,ANTIBIOTICS,106034.26,1701.0
2024-02,ANTIDIABETICS,13742.47,868.0
2024-02,ASSISTIVE DEVICE,15914.960000000001,22.0
2024-02,BEVERAGES,5841.0,198.0
2024-02,CARDIOVASCULAR,53404.11,4876.0
2024-02,COLD CHAIN,50648.8,30.0
2024-02,COTTONS AND HYGIENE,8439.4,166.0
2024-02,DERMATOLOGICALS,9951.34,71.0
2024-02,DIAGNOSTIC,1770.2,54.0
2024-02,DIAPERS,10990.44,78.0
2024-02,DISINFECTANT,8437.25,80.0
2024-02,DISPOSABLES,8952.64,166.0
2024-02,EENT,5187.79,31.0
2024-02,ELECTRONIC MEDICAL DEVICES,7466.67,18.0
2024-02,FOOD,247.89999999999998,4.0
2024-02,FOOD SUPPLEMENTS,11922.75,496.0
2024-02,GALENICALS AND SOLUTIONS,5606.5,97.0
2024-02,GIT,29029.13,1018.0
2024-02,GUT AND HORMONES,41182.58,854.0
2024-02,HAIR CARE,1048.75,47.0
2024-02,HOME REMEDY,6442.65,82.0
2024-02,MANUAL MEDICAL DEVICES,14712.0,9.0
2024-02,NEEDLES AND TUBINGS,1628.37,111.0
2024-02,NEUROLOGICAL DRUGS,2593.18,97.0
2024-02,ONCOLOGY AND SPECIALTY DRUGS,178.76,18.0
2024-02,ORAL CARE,7020.6,59.0
2024-02,ORTHO SUPPORT,2359.0,24.0
2024-02,PAIN MANAGEMENT,47971.77,2430.0
2024-02,PEDIATRIC MILK,2480.0,4.0
2024-02,PERSONAL PROTECTIVE EQUIPMENT,1978.49,57.0
2024-02,"PLASTIC, GLASSWARE, AND STAINLESS",1603.42,23.0
2024-02,PROMO PACKS,3075.1,109.0
2024-02,RESPIRATORY,109130.04,3689.0
2024-02,SKIN AND BODY,10502.82,180.0
2024-02,SPECIAL CATEGORY 1,717.0,12.0
2024-02,VITAMINS,86718.33,5029.0
2024-02,WOUND CARE,4040.78,218.0
2024-03,ADULT MILK,2825.51,294.0
2024-03,ANTIBIOTICS,132549.53,1899.0
2024-03,ANTIDIABETICS,27504.41,1808.0
2024-03,ASSISTIVE DEVICE,75005.2,35.0
2024-03,BEVERAGES,10743.0,355.0
2024-03,CARDIOVASCULAR,84550.07,7060.0
2024-03,COLD CHAIN,89672.4,49.0
2024-03,COTTONS AND HYGIENE,10207.5,207.0
2024-03,DERMATOLOGICALS,12384.3,96.0
2024-03,DIAGNOSTIC,992.0,79.0
2024-03,DIAPERS,9037.64,68.0
2024-03,DISINFECTANT,4113.25,66.0
2024-03,DISPOSABLES,7406.07,196.0
2024-03,EENT,6415.15,47.0
2024-03,ELECTRONIC MEDICAL DEVICES,11063.45,15.0
2024-03,FOOD,4006.0,208.0
2024-03,FOOD SUPPLEMENTS,7952.13,431.0
2024-03,GALENICALS AND SOLUTIONS,5469.85,104.0
2024-03,GIT,23146.97,1045.0
2024-03,GUT AND HORMONES,51248.79,1415.0
2024-03,HAIR CARE,699.75,36.0
2024-03,HOME REMEDY,4992.0,73.0
2024-03,MANUAL MEDICAL DEVICES,10800.0,17.0
2024-03,NEEDLES AND TUBINGS,1335.09,52.0
2024-03,NEUROLOGICAL DRUGS,11895.449999999999,342.0
2024-03,ONCOLOGY AND SPECIALTY DRUGS,327.0,30.0
2024-03,ORAL CARE,5441.45,64.0
2024-03,ORTHO SUPPORT,4342.0,43.0
2024-03,PAIN MANAGEMENT,55286.58,2636.0
2024-03,PEDIATRIC MILK,1404.0,2.0
2024-03,PERSONAL PROTECTIVE EQUIPMENT,812.13,16.0
2024-03,"PLASTIC, GLASSWARE, AND STAINLESS",1760.4,22.0
2024-03,PROMO PACKS,3112.0,119.0
2024-03,RESPIRATORY,136366.41,3314.0
2024-03,SKIN AND BODY,11279.4,189.0
2024-03,SPECIAL CATEGORY 1,42.0,3.0
2024-03,VITAMINS,90301.63,6324.0
2024-03,WOUND CARE,2758.18,371.0
2024-04,ADULT MILK,5668.76,174.0
2024-04,ANTIBIOTICS,127703.69,1802.0
2024-04,ANTIDIABETICS,26351.489999999998,1236.0
2024-04,ASSISTIVE DEVICE,39255.98,29.0
2024-04,BEVERAGES,13687.9,440.0
2024-04,CARDIOVASCULAR,65185.37,6770.0
2024-04,COLD CHAIN,86848.8,49.0
2024-04,COTTONS AND HYGIENE,12347.5,246.0
2024-04,DERMATOLOGICALS,10835.27,81.0
2024-04,DIAGNOSTIC,15.0,1.0
2024-04,DIAPERS,14926.16,99.0
2024-04,DISINFECTANT,2804.75,55.0
2024-04,DISPOSABLES,6693.92,211.0
2024-04,EENT,6739.19,25.0
2024-04,ELECTRONIC MEDICAL DEVICES,17338.67,26.0
2024-04,FOOD,5805.0,337.0
2024-04,FOOD SUPPLEMENTS,9123.65,527.0
2024-04,GALENICALS AND SOLUTIONS,5582.7,106.0
2024-04,GIT,17751.53,1074.0
2024-04,GUT AND HORMONES,39817.9,756.0
2024-04,HAIR CARE,792.0,35.0
2024-04,HOME REMEDY,5165.0,63.0
2024-04,HOUSEHOLD CHEMICALS,1140.0,2.0
2024-04,MANUAL MEDICAL DEVICES,17887.97,18.0
2024-04,NEEDLES AND TUBINGS,991.7,73.0
2024-04,NEUROLOGICAL DRUGS,7026.4,250.0
2024-04,ORAL CARE,5658.95,65.0
2024-04,ORTHO SUPPORT,7135.0,27.0
2024-04,PAIN MANAGEMENT,44761.15,2265.0
2024-04,PEDIATRIC MILK,2160.0,3.0
2024-04,PERSONAL PROTECTIVE EQUIPMENT,4969.85,59.0
2024-04,"PLASTIC, GLASSWARE, AND STAINLESS",1501.1,22.0
2024-04,PROMO PACKS,3684.81,78.0
2024-04,RESPIRATORY,138119.66,3230.0
2024-04,SKIN AND BODY,11124.93,198.0
2024-04,SPECIAL CATEGORY 1,512.0,7.0
2024-04,VITAMINS,79273.52,3715.0
2024-04,WOUND CARE,5150.29,606.0
2024-05,ADULT MILK,6303.67,61.0
2024-05,ANTIBIOTICS,83232.19,1356.0
2024-05,ANTIDIABETICS,26146.37,1076.0
2024-05,ASSISTIVE DEVICE,55691.49,22.0
2024-05,BEVERAGES,11689.5,407.0
2024-05,CARDIOVASCULAR,87243.78,6831.0
2024-05,COLD CHAIN,107344.8,66.0
2024-05,COTTONS AND HYGIENE,9505.85,197.0
2024-05,DERMATOLOGICALS,8610.45,67.0
2024-05,DIAGNOSTIC,649.0,19.0
2024-05,DIAPERS,10543.7,60.0
2024-05,DISINFECTANT,4508.5,77.0
2024-05,DISPOSABLES,6273.13,208.0
2024-05,EENT,5418.8,35.0
2024-05,ELECTRONIC MEDICAL DEVICES,9880.93,9.0
2024-05,FOOD,4942.0,258.0
2024-05,FOOD SUPPLEMENTS,7933.05,370.0
2024-05,GALENICALS AND SOLUTIONS,5015.0,82.0
2024-05,GIT,22588.760000000002,971.0
2024-05,GUT AND HORMONES,35718.08,848.0
2024-05,HAIR CARE,1237.0,59.0
2024-05,HOME REMEDY,7984.1,90.0
2024-05,MANUAL MEDICAL DEVICES,5020.0,4.0
2024-05,NEEDLES AND TUBINGS,921.56,70.0
2024-05,NEUROLOGICAL DRUGS,3724.98,116.0
2024-05,ONCOLOGY AND SPECIALTY DRUGS,226.72,26.0
2024-05,ORAL CARE,5135.7,69.0
2024-05,ORTHO SUPPORT,1056.0,14.0
2024-05,PAIN MANAGEMENT,45279.87,2116.0
2024-05,PERSONAL PROTECTIVE EQUIPMENT,3224.08,79.0
2024-05,"PLASTIC, GLASSWARE, AND STAINLESS",876.4,12.0
2024-05,PROMO PACKS,3589.4500000000003,84.0
2024-05,RESPIRATORY,83698.7,2669.0
2024-05,SKIN AND BODY,8685.56,158.0
2024-05,SPECIAL CATEGORY 1,1168.0,32.0
2024-05,VITAMINS,73036.69,3394.0
2024-05,WOUND CARE,5585.91,492.0
2024-06,ADULT MILK,4153.43,29.0
2024-06,ANTIBIOTICS,74903.69,1256.0
2024-06,ANTIDIABETICS,9512.25,595.0
2024-06,ASSISTIVE DEVICE,41598.0,16.0
2024-06,BEVERAGES,10889.5,343.0
2024-06,CARDIOVASCULAR,46296.159999999996,4674.0
2024-06,COLD CHAIN,28944.8,18.0
2024-06,COTTONS AND HYGIENE,8264.9,154.0
2024-06,DERMATOLOGICALS,13400.2,69.0
2024-06,DIAGNOSTIC,670.0,35.0
2024-06,DIAPERS,15365.38,78.0
2024-06,DISINFECTANT,2964.75,57.0
2024-06,DISPOSABLES,4184.75,133.0
2024-06,EENT,4426.6,23.0
2024-06,ELECTRONIC MEDICAL DEVICES,3252.86,7.0
2024-06,FOOD,4794.5,306.0
2024-06,FOOD SUPPLEMENTS,4411.5,256.0
2024-06,GALENICALS AND SOLUTIONS,3702.0,72.0
2024-06,GIT,23731.03,780.0
2024-06,GUT AND HORMONES,31214.98,439.0
2024-06,HAIR CARE,519.25,9.0
2024-06,HOME REMEDY,3763.0,49.0
2024-06,MANUAL MEDICAL DEVICES,3280.0,4.0
2024-06,NEEDLES AND TUBINGS,4052.73,288.0
2024-06,NEUROLOGICAL DRUGS,2673.5,85.0
2024-06,ORAL CARE,3354.35,39.0
2024-06,ORTHO SUPPORT,2249.0,27.0
2024-06,PAIN MANAGEMENT,29563.09,1933.0
2024-06,PERSONAL PROTECTIVE EQUIPMENT,3254.19,97.0
2024-06,"PLASTIC, GLASSWARE, AND STAINLESS",282.9,5.0
2024-06,PROMO PACKS,3155.05,77.0
2024-06,RESPIRATORY,63870.67,2267.0
2024-06,SKIN AND BODY,8006.39,129.0
2024-06,SPECIAL CATEGORY 1,812.0,5.0
2024-06,VITAMINS,60760.28,2725.0
2024-06,WOUND CARE,5355.6,897.0
2024-07,ADULT MILK,16449.05,43.0
2024-07,ANTIBIOTICS,84280.88,1566.0
2024-07,ANTIDIABETICS,16449.59,896.0
2024-07,ASSISTIVE DEVICE,62583.7,15.0
2024-07,BEVERAGES,13174.71,411.0
2024-07,CARDIOVASCULAR,46812.99,4433.0
2024-07,COLD CHAIN,170627.52,99.0
2024-07,COTTONS AND HYGIENE,7378.5,193.0
2024-07,DERMATOLOGICALS,12338.15,66.0
2024-07,DIAGNOSTIC,858.5,107.0
2024-07,DIAPERS,13057.75,77.0
2024-07,DISINFECTANT,3880.25,71.0
2024-07,DISPOSABLES,4568.6,176.0
2024-07,EENT,4340.35,18.0
2024-07,ELECTRONIC MEDICAL DEVICES,6721.46,6.0
2024-07,FOOD,5653.58,344.0
2024-07,FOOD SUPPLEMENTS,3946.25,237.0
2024-07,GALENICALS AND SOLUTIONS,4475.95,86.0
2024-07,GIT,26130.97,875.0
2024-07,GUT AND HORMONES,32650.84,600.0
2024-07,HAIR CARE,65.0,1.0
2024-07,HOME REMEDY,3735.75,53.0
2024-07,MANUAL MEDICAL DEVICES,560.0,1.0
2024-07,NEEDLES AND TUBINGS,2013.36,132.0
2024-07,NEUROLOGICAL DRUGS,7956.98,241.0
2024-07,ORAL CARE,4631.35,44.0
2024-07,ORTHO SUPPORT,4365.0,17.0
2024-07,PAIN MANAGEMENT,41421.49,2119.0
2024-07,PEDIATRIC MILK,720.0,1.0
2024-07,PERSONAL PROTECTIVE EQUIPMENT,3251.0,23.0
2024-07,"PLASTIC, GLASSWARE, AND STAINLESS",439.1,8.0
2024-07,PROMO PACKS,3132.4,86.0
2024-07,RESPIRATORY,62047.23,2230.0
2024-07,SKIN AND BODY,8123.71,149.0
2024-07,SPECIAL CATEGORY 1,623.75,35.0
2024-07,VITAMINS,70983.88,3143.0
2024-07,WOUND CARE,2722.17,285.0
2024-08,ADULT MILK,1563.49,12.0
2024-08,ANTIBIOTICS,101239.65,1541.0
2024-08,ANTIDIABETICS,21831.68,972.0
2024-08,ASSISTIVE DEVICE,14907.99,11.0
2024-08,BEVERAGES,15523.85,485.0
2024-08,CARDIOVASCULAR,54386.27,4568.0
2024-08,COLD CHAIN,220.0,1.0
2024-08,COTTONS AND HYGIENE,9679.45,226.0
2024-08,DERMATOLOGICALS,5724.1,62.0
2024-08,DIAGNOSTIC,2955.0,38.0
2024-08,DIAPERS,17523.18,92.0
2024-08,DISINFECTANT,5476.33,95.0
2024-08,DISPOSABLES,6603.48,180.0
2024-08,EENT,5035.29,28.0
2024-08,ELECTRONIC MEDICAL DEVICES,8545.99,12.0
2024-08,FOOD,5916.0,348.0
2024-08,FOOD SUPPLEMENTS,5734.75,265.0
2024-08,GALENICALS AND SOLUTIONS,7093.35,123.0
2024-08,GIT,35353.7,1203.0
2024-08,GUT AND HORMONES,32215.47,739.0
2024-08,HAIR CARE,387.0,5.0
2024-08,HOME REMEDY,3961.7,59.0
2024-08,MANUAL MEDICAL DEVICES,560.0,1.0
2024-08,NEEDLES AND TUBINGS,564.86,31.0
2024-08,NEUROLOGICAL DRUGS,2225.3,113.0
2024-08,ORAL CARE,3868.5,88.0
2024-08,ORTHO SUPPORT,1111.2,90.0
2024-08,PAIN MANAGEMENT,56159.72,2657.0
2024-08,PEDIATRIC MILK,1240.0,2.0
2024-08,PERSONAL PROTECTIVE EQUIPMENT,2546.86,61.0
2024-08,"PLASTIC, GLASSWARE, AND STAINLESS",2397.4,25.0
2024-08,PROMO PACKS,4886.5,136.0
2024-08,RESPIRATORY,101660.08,3740.0
2024-08,SKIN AND BODY,9794.13,168.0
2024-08,SPECIAL CATEGORY 1,130.0,26.0
2024-08,VITAMINS,87588.36,3537.0
2024-08,WOUND CARE,1597.09,339.0
2024-09,ADULT MILK,2547.7,43.0
2024-09,ANTIBIOTICS,106502.52,1439.0
2024-09,ANTIDIABETICS,30816.28,2015.0
2024-09,ASSISTIVE DEVICE,150837.0,15.0
2024-09,BEVERAGES,13557.0,421.0
2024-09,CARDIOVASCULAR,102772.23,7022.0
2024-09,COTTONS AND HYGIENE,8816.3,207.0
2024-09,DERMATOLOGICALS,9312.5,75.0
2024-09,DIAGNOSTIC,770.0,10.0
2024-09,DIAPERS,15975.98,78.0
2024-09,DISINFECTANT,4226.75,62.0
2024-09,DISPOSABLES,6741.92,171.0
2024-09,EENT,6282.0,23.0
2024-09,ELECTRONIC MEDICAL DEVICES,9941.91,23.0
2024-09,FOOD,6045.0,301.0
2024-09,FOOD SUPPLEMENTS,5700.61,323.0
2024-09,GALENICALS AND SOLUTIONS,4217.25,73.0
2024-09,GIT,31319.88,1361.0
2024-09,GUT AND HORMONES,30128.28,771.0
2024-09,HAIR CARE,431.0,9.0
2024-09,HOME REMEDY,2295.5,37.0
2024-09,MANUAL MEDICAL DEVICES,9340.0,10.0
2024-09,NEEDLES AND TUBINGS,1128.28,80.0
2024-09,NEUROLOGICAL DRUGS,2825.1,123.0
2024-09,ORAL CARE,1926.15,30.0
2024-09,ORTHO SUPPORT,2194.6,529.0
2024-09,PAIN MANAGEMENT,54819.62,3259.0
2024-09,PEDIATRIC MILK,2235.0,8.0
2024-09,PERSONAL PROTECTIVE EQUIPMENT,1560.25,32.0
2024-09,"PLASTIC, GLASSWARE, AND STAINLESS",428.84,13.0
2024-09,PROMO PACKS,6769.38,137.0
2024-09,RESPIRATORY,99562.45,3583.0
2024-09,SKIN AND BODY,8499.11,137.0
2024-09,SPECIAL CATEGORY 1,637.0,61.0
2024-09,VITAMINS,86648.75,4051.0
2024-09,WOUND CARE,3397.37,216.0
2024-10,ADULT MILK,6310.79,59.0
2024-10,ANTIBIOTICS,136363.39,1604.0
2024-10,ANTIDIABETICS,17827.51,661.0
2024-10,ASSISTIVE DEVICE,35239.8,16.0
2024-10,BEVERAGES,14648.0,470.0
2024-10,CARDIOVASCULAR,54741.68,4908.0
2024-10,COTTONS AND HYGIENE,11732.15,259.0
2024-10,DERMATOLOGICALS,12126.52,70.0
2024-10,DIAGNOSTIC,3191.8,36.0
2024-10,DIAPERS,18672.19,120.0
2024-10,DISINFECTANT,3720.75,78.0
2024-10,DISPOSABLES,6117.45,161.0
2024-10,EENT,3926.6,23.0
2024-10,ELECTRONIC MEDICAL DEVICES,16166.4,11.0
2024-10,FOOD,6479.0,424.0
2024-10,FOOD SUPPLEMENTS,10783.63,537.0
