anchor,complement,lift,confidence_pct,support_pct,pair_tx
FORXIGA (DAPAGLIFLOZIN) 10MG,SPIRODEN (SPIRONOLACTONE) 25MG TAB,18.081211365054163,12.66,0.26,29
FORXIGA (DAPAGLIFLOZIN) 10MG,GIRAN-8 (CANDESARTAN) 8MG TAB,13.71678103555833,6.99,0.15,16
FORXIGA (DAPAGLIFLOZIN) 10MG,KARVIDOL (CARVEDILOL) 25MG TAB,11.522096069868994,5.24,0.11,12
FORXIGA (DAPAGLIFLOZIN) 10MG,B-PLEX (VIT B1+B6+B12) CAP,9.193161757874199,3.93,0.08,9
FORXIGA (DAPAGLIFLOZIN) 10MG,CLOHEAL (CLOPIDOGREL) 75MG TAB,9.001637554585153,3.93,0.08,9
TRAJENTA (LINAGLIPTIN) 5MG TAB,B-PLEX (VIT B1+B6+B12) CAP,17.99345335515548,7.69,0.06,7
TRAJENTA (LINAGLIPTIN) 5MG TAB,REVICON FORTE (MULTIVITAMINS + MINERALS + AMINO ACIDS) TAB,7.353846153846153,7.69,0.06,7
TRAJENTA (LINAGLIPTIN) 5MG TAB,NEBIL 5MG (NEBIVOLOL) TAB,6.875547217010632,7.69,0.06,7
TRAJENTA (LINAGLIPTIN) 5MG TAB,ATENURIX (FEBUXOSTAT) 40MG FCT,6.505325443786981,7.69,0.06,7
TRAJENTA (LINAGLIPTIN) 5MG TAB,MX3 COFFEE,5.291088473570225,6.59,0.05,6
CORVELAM 800MG (SEVELAMER CARBONATE) TAB,CARVIDA (CARVEDILOL) 6.25MG TAB,17.133506493506495,12.0,0.05,6
LE MINERALE 1.5ML,CARESS UNDERPADS XL8,16.436212624584716,6.43,0.08,9
LE MINERALE 1.5ML,CARESS ADULT DIAPER XL10,10.708441558441558,6.43,0.08,9
LE MINERALE 1.5ML,LE MINERALE 600ML,9.184628237259815,14.29,0.18,20
LE MINERALE 1.5ML,SANICARE BATHROOM TISSUE 1&#039;S,1.8323333333333334,5.0,0.06,7
ALCLAV (CO-AMOXICLAV) 625MG TAB,EMICOX (CELECOXIB) 200MG,15.973017849730178,10.61,0.06,7
EMICOX (CELECOXIB) 200MG,ALCLAV (CO-AMOXICLAV) 625MG TAB,15.973017849730178,9.59,0.06,7
ROVISTA 20MG TAB,PLOGREL (CLOPIDOGREL) 75MG TAB,15.734614598241667,10.45,0.06,7
ROVISTA 20MG TAB,ATENURIX (FEBUXOSTAT) 40MG FCT,10.097818599311138,11.94,0.07,8
ROVISTA 20MG TAB,NEBIL 5MG (NEBIVOLOL) TAB,9.33842980220847,10.45,0.06,7
ROVISTA 20MG TAB,MX3 COFFEE,7.186403747684933,8.96,0.05,6
OHHIRA&#039;S RED OMX PROBIOTICS CAP,SEMITHINE 200MG/200MG/25MG TAB,15.709454632055252,2.71,0.05,6
OHHIRA&#039;S RED OMX PROBIOTICS CAP,KLARYTH (CLARITHROMYCIN) 250MG/5ML SUSP 35ML,12.100525865231749,4.07,0.08,9
OHHIRA&#039;S RED OMX PROBIOTICS CAP,KLARYTH 250MG/5ML SUSP 70ML,9.949321266968328,2.71,0.05,6
OHHIRA&#039;S RED OMX PROBIOTICS CAP,BACTIV (CO-AMOXICLAV) 457MG/5ML 70ML,7.4619909502262445,10.86,0.22,24
OHHIRA&#039;S RED OMX PROBIOTICS CAP,VIVALYTE E-DRINK ORANGE 250ML,4.389406441309556,2.71,0.05,6
SEMITHINE 200MG/200MG/25MG TAB,OHHIRA&#039;S RED OMX PROBIOTICS CAP,15.709454632055252,31.58,0.05,6
APPEVIT 120ML SYR,BACTIV (CO-AMOXICLAV) 457MG/5ML 70ML,12.493181818181817,18.18,0.09,10
INHIBITA (OMEPRAZOLE) 40MG EC TAB,ALGINA (SODIUM ALGINATE) SUS,12.387605633802815,8.0,0.05,6
ALAXAN FR (IBUPROFEN + PARACETAMOL) CAP,BIOFLU (PENYLEPHINE + CHLORPHENAMINE + PARACETAMOL) TAB,10.05693069306931,16.83,0.15,17
ALAXAN FR (IBUPROFEN + PARACETAMOL) CAP,BIOGESIC 500MG TAB,3.6755046933264754,12.87,0.12,13
BIOFLU (PENYLEPHINE + CHLORPHENAMINE + PARACETAMOL) TAB,ALAXAN FR (IBUPROFEN + PARACETAMOL) CAP,10.05693069306931,9.24,0.15,17
BIOFLU (PENYLEPHINE + CHLORPHENAMINE + PARACETAMOL) TAB,NEOZEP FORTE (PHENYLEPHRINE HCL + PARACETAMOL) TAB,4.758849557522124,4.89,0.08,9
BIOFLU (PENYLEPHINE + CHLORPHENAMINE + PARACETAMOL) TAB,FLANAX FORTE 550MG TAB,4.518907563025211,4.89,0.08,9
BIOFLU (PENYLEPHINE + CHLORPHENAMINE + PARACETAMOL) TAB,BIOGESIC 500MG TAB,3.2590909090909093,11.41,0.19,21
KLARYTH 250MG/5ML SUSP 70ML,OHHIRA&#039;S RED OMX PROBIOTICS CAP,9.949321266968328,20.0,0.05,6
SOLMUX (CARBOCISTEINE) 500MG CAP,CENTRUM SILVER ADVANCE TAB,9.776168699186991,8.54,0.06,7
LE MINERALE 600ML,LE MINERALE 1.5ML,9.184628237259815,11.7,0.18,20
NEOPRED 20MG/5ML 60ML SYRUP,BACTIV (CO-AMOXICLAV) 457MG/5ML 70ML,8.962500000000002,13.04,0.05,6
CLOPEGEN (CLOPIDOGREL) 75MG FCT,ATENURIX (FEBUXOSTAT) 40MG FCT,8.902024291497975,10.53,0.07,8
MX3 COFFEE,NEPHROMIN (KETOANALOGUES+ESSENTIAL AMINO ACIDS) TAB,8.754346383543464,4.38,0.05,6
MX3 COFFEE,NEBIL 5MG (NEBIVOLOL) TAB,8.481514450180999,9.49,0.12,13
MX3 COFFEE,ATENURIX (FEBUXOSTAT) 40MG FCT,7.407523862998316,8.76,0.11,12
MX3 COFFEE,ROVISTA 20MG TAB,7.186403747684933,4.38,0.05,6
MX3 COFFEE,PLOGREL (CLOPIDOGREL) 75MG TAB,6.5957404259574055,4.38,0.05,6
NOVASARTAN (LOSARTAN K) 50MG FC TAB,CALIPTROL (ATORVASTATIN) 40MG,7.624133148404993,7.14,0.05,6
DIATABS (LOPERAMIDE) CAP,KREMIL S (ALUMINUM HYDROXIDE + MAGNESIUM HYDROXIDE + SIMETICONE) TAB,6.843448490507314,5.04,0.05,6
DIATABS (LOPERAMIDE) CAP,BIOGESIC 500MG TAB,2.1596856924588015,7.56,0.08,9
KREMIL S (ALUMINUM HYDROXIDE + MAGNESIUM HYDROXIDE + SIMETICONE) TAB,DIATABS (LOPERAMIDE) CAP,6.843448490507314,7.41,0.05,6
IMMUNPRO 500MG TAB,CENTRUM SILVER ADVANCE TAB,5.368164062499999,4.69,0.05,6
IMMUNPRO 500MG TAB,BIOGESIC 500MG TAB,1.3385551948051946,4.69,0.05,6
BIOGESIC 500MG TAB,NEOZEP FORTE (PHENYLEPHRINE HCL + PARACETAMOL) TAB,4.801425123549017,4.94,0.17,19
BIOGESIC 500MG TAB,DECOLGEN FORTE (PHENYLEPROPANOLAMINE HCI + CHLORPHENAMINE MALEATE + PARACETAMOL,4.63067743067743,1.56,0.05,6
BIOGESIC 500MG TAB,ALAXAN FR (IBUPROFEN + PARACETAMOL) CAP,3.6755046933264754,3.38,0.12,13
BIOGESIC 500MG TAB,BIOFLU (PENYLEPHINE + CHLORPHENAMINE + PARACETAMOL) TAB,3.2590909090909093,5.45,0.19,21
BIOGESIC 500MG TAB,NEOZEP NO-DROWSE (PHENYLEPHRINE HCL + PARACETAMOL) TAB,2.3796536796536794,1.56,0.05,6
NEOZEP FORTE (PHENYLEPHRINE HCL + PARACETAMOL) TAB,BIOGESIC 500MG TAB,4.801425123549017,16.81,0.17,19
NEOZEP FORTE (PHENYLEPHRINE HCL + PARACETAMOL) TAB,BIOFLU (PENYLEPHINE + CHLORPHENAMINE + PARACETAMOL) TAB,4.758849557522124,7.96,0.08,9
NURSY BABY WIPES UNSCENTED 30&#039;S,SANICARE BATHROOM TISSUE 1&#039;S,4.678297872340425,12.77,0.05,6
SANICARE BATHROOM TISSUE 1&#039;S,NURSY BABY WIPES UNSCENTED 30&#039;S,4.678297872340425,2.0,0.05,6
SANICARE BATHROOM TISSUE 1&#039;S,LE MINERALE 1.5ML,1.8323333333333334,2.33,0.06,7
DECOLGEN FORTE (PHENYLEPROPANOLAMINE HCI + CHLORPHENAMINE MALEATE + PARACETAMOL,BIOGESIC 500MG TAB,4.63067743067743,16.22,0.05,6
FLANAX FORTE 550MG TAB,BIOFLU (PENYLEPHINE + CHLORPHENAMINE + PARACETAMOL) TAB,4.518907563025211,7.56,0.08,9
FLANAX FORTE 550MG TAB,BIOGESIC 500MG TAB,1.439790461639201,5.04,0.05,6
NEOZEP NO-DROWSE (PHENYLEPHRINE HCL + PARACETAMOL) TAB,BIOGESIC 500MG TAB,2.3796536796536794,8.33,0.05,6
FEMME FACIAL TISSUE UNSCENTED,BIOGESIC 500MG TAB,1.5029391660970608,5.26,0.05,6
