model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
ETS,192.26227797810202,51655.91216991495,211.49051394950024,317.33144126646255,1.6590859385369114,170.26423083746718,293.9154225165586
Holt-Winters,277.3360800236684,125521.92543529366,320.86749097579934,415.4193174879312,2.427660068203989,223.65731112016655,407.9586240265618
SARIMA,395.0521221756168,281725.2046834817,430.77147756790464,586.0941170792552,3.464612045651772,314.5208758370237,575.8363650669487
