model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
Holt-Winters,4.574818463322787,31.58391015721778,5.478708709823492,172.62618796260176,1.0090670758514362,80.23788895316709,147.2528322805868
ETS,4.876993874533284,36.807053510040234,5.696767100656869,175.4008191579714,1.0707416556610165,85.99300967253926,146.1693437589566
SARIMA,10.615555555287475,208.53562137674936,12.990718021318216,332.5492758191644,2.3080710249570164,185.71769896425732,310.2443749598214
