model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
Holt-Winters,19.420475493684698,523.0715589990807,22.404750350522317,323.0277554180848,0.8891354830673187,77.76799312365586,298.6403612421201
ETS,28.561446685422588,1321.1504038955957,33.853902742165545,400.56900564318914,1.295508614904276,115.07190189861308,385.55362016449027
SARIMA,76.82148375939646,16155.01988207346,88.5542299402641,765.7888178004492,3.31827906585893,336.73020463870273,732.5459466369736
