model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
ETS,19.08882384023122,492.21161495756644,22.012165066862856,43.95487576317396,1.1241035251419071,41.456102958867405,8.605973551836092
Holt-Winters,21.34998513578068,638.8710218664626,24.709948348611928,50.538320862218065,1.2635271949008777,46.3526074674197,14.762834284802173
SARIMA,34.42483545699368,1828.536447746647,39.935883224697974,82.08126602769589,1.9586009670470457,74.95522050443552,48.85321556640807
