cluster,n,total_sales,total_qty,avg_price_med,months_active_med,mean_monthly_qty_med,cv_monthly_qty_med,trend_qty_slope_med,persona
0,11,40127.36,914.0,49.743589743589745,8.0,2.2,0.5902497506421961,8.985767264226737e-17,"High-Sales, High-Volume, Premium, Rising"
1,1,434.0,124.0,3.5,4.0,31.0,1.1343194175817575,-13.199999999999998,"High-Sales, Premium, Declining"
2,1,411.0,137.0,3.0,6.0,22.833333333333332,0.8818835402178188,5.685714285714284,"High-Volume, Rising"
