cluster,n,total_sales,total_qty,avg_price_med,months_active_med,mean_monthly_qty_med,cv_monthly_qty_med,trend_qty_slope_med,persona
0,69,911459.02,22254.0,30.25,8.0,15.666666666666666,0.5739665022052785,0.0,"High-Sales, High-Volume, Premium"
1,4,68057.6,3942.0,16.6807,3.5,225.0,0.8957776909315466,-51.70238095238093,"High-Sales, High-Volume, Declining"
2,1,11639.949999999999,5.0,2327.99,5.0,1.0,0.0,-1.0507920739455759e-16,"Premium, Declining"
