cluster,n,total_sales,total_qty,avg_price_med,months_active_med,mean_monthly_qty_med,cv_monthly_qty_med,trend_qty_slope_med,persona
0,1,1302.8600000000001,7.0,186.12285714285716,1.0,7.0,0.0,0.0,"High-Sales, High-Volume, Premium"
1,2,698.5,7.0,99.125,1.0,3.5,0.0,0.0,"High-Sales, High-Volume"
2,2,363.75,2.0,181.875,1.0,1.0,0.0,0.0,Premium
