cluster,n,total_sales,total_qty,avg_price_med,months_active_med,mean_monthly_qty_med,cv_monthly_qty_med,trend_qty_slope_med,persona
0,2,790.5799999999999,194.0,3.5508583333333332,2.5,36.5,0.6538129356414992,-31.000000000000007,"High-Volume, Declining"
1,1,1249.2,36.0,34.7,2.0,18.0,0.8333333333333334,29.999999999999993,"High-Sales, Premium, Rising"
2,21,18782.25,368.0,57.5,1.0,4.0,0.0,0.0,"High-Sales, High-Volume, Premium"
