cluster,n,total_sales,total_qty,avg_price_med,months_active_med,mean_monthly_qty_med,cv_monthly_qty_med,trend_qty_slope_med,persona
0,7,336.55,17.0,25.0,1.0,2.0,0.0,0.0,"High-Sales, High-Volume"
1,1,770.0,10.0,77.0,1.0,10.0,0.0,0.0,"High-Sales, High-Volume, Premium"
2,1,200.9,5.0,40.18,1.0,5.0,0.0,0.0,Premium
