cluster,n,total_sales,total_qty,avg_price_med,months_active_med,mean_monthly_qty_med,cv_monthly_qty_med,trend_qty_slope_med,persona
0,23,4818.2,100.0,47.0,1.0,5.0,0.0,0.0,"High-Sales, High-Volume, Premium"
1,1,740.0,40.0,18.5,1.0,40.0,0.0,0.0,Mixed
2,5,4256.5,59.0,60.5,1.0,10.0,0.0,0.0,"High-Sales, High-Volume, Premium"
