cluster,n,total_sales,total_qty,avg_price_med,months_active_med,mean_monthly_qty_med,cv_monthly_qty_med,trend_qty_slope_med,persona
-1,13,49615.35,1382.0,56.0,4.0,9.666666666666666,0.516090674037785,-2.019495217934519e-16,"High-Sales, High-Volume, Declining"
0,13,4332.54,106.0,62.0,1.0,3.0,0.0,0.0,Premium
