model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
ETS,81.63333333333334,13060.763745160235,114.28369851015601,20.18411430021469,0.7401986183074266,23.68701034916336,-9.070709317541628
Holt-Winters,86.14261343032994,14996.024224993487,122.45825503000395,20.679006705563594,0.7810858730729399,24.99543865857334,-13.857391019374422
Seasonal-Naive,122.96666666666665,24158.34,155.4295338730706,32.36935592663635,1.1149827288428322,35.68043331076506,-6.7993703566507815
SARIMA,133.9666666666665,22580.206666666636,150.26711771597482,41.44618217719262,1.2147236614853179,38.87223135699773,20.818027378683375
