model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
ETS,321.70739039354396,165963.5125034176,404.6285045367451,76.63916975755512,2.4604450953568655,78.1222090945297,-36.835783431655955
Seasonal-Naive,339.0314460781516,166756.53522362435,407.68844007600524,84.14992375261382,2.6030765905699527,84.24850057252277,-84.14992375261382
Holt-Winters,395.7532094947221,281409.3207408671,497.0420954557938,111.65585200684998,3.0225923959751055,97.89278198051696,27.59641680158969
SARIMA,2.8118906838308074e+44,2.3481320475457945e+90,6.852929370051606e+44,5.229883063439601e+43,2.1385539533813862e+42,6.957140543242522e+43,5.229883063439601e+43
