model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
ETS,104.0,15125.583941939663,122.98611280116005,28.8282180493361,0.5966587112171837,26.24053826745164,9.956440665841015
Holt-Winters,113.67704505693234,20440.930690566576,142.97178284740866,25.58572439744568,0.6521769153716056,28.682181259108248,-12.91674322413964
Seasonal-Naive,199.66666666666666,51479.333333333336,226.89057568205283,64.2505018686479,1.1455082308304265,50.3784693019344,62.784703823045284
SARIMA,519.0866666666667,333625.0450666666,577.6028437141447,152.93926158431734,2.978053668686127,130.9722455845248,151.47346353871473
