model,MAE,MSE,RMSE,MAPE,MASE,WAPE,MPE
Seasonal-Naive,79.72500100887126,9203.76724389993,94.48360610347638,112.49994423343598,1.1355368784315611,65.01240321904025,85.26887259157442
Holt-Winters,142.06235927832864,25472.10223887374,156.92757590237264,201.6417543604345,1.9893590840183415,120.66718096143197,159.71123414971646
SARIMA,144.42870857210238,33154.73874766271,166.65433539976442,234.92353658553787,2.032960357677742,121.58970119529894,217.1810887735086
ETS,157.3973982690997,33978.37778595723,178.9478865395589,244.96999424565837,2.197052239495865,136.60866213184008,221.22073422880118
